source_run,game_key,bot_a,bot_b,game_index,swapped,winner,winner_raw,num_moves,time
main_tournament_resume_3,AlphaBeta-new-d3__VS__MCTS-old-100__GAME__184,AlphaBeta-new-d3,MCTS-old-100,184,False,AlphaBeta-new-d3,1,10,13.924591064453125
main_tournament_resume_3,AlphaBeta-new-d3__VS__MCTS-old-100__GAME__185,AlphaBeta-new-d3,MCTS-old-100,185,True,MCTS-old-100,1,5,5.025956153869629
main_tournament_resume_3,AlphaBeta-new-d3__VS__MCTS-old-100__GAME__186,AlphaBeta-new-d3,MCTS-old-100,186,False,MCTS-old-100,-1,8,8.579393863677979
main_tournament_resume_3,AlphaBeta-new-d3__VS__MCTS-old-100__GAME__187,AlphaBeta-new-d3,MCTS-old-100,187,True,MCTS-old-100,1,6,6.929553747177124
main_tournament_resume_3,AlphaBeta-new-d3__VS__MCTS-old-100__GAME__188,AlphaBeta-new-d3,MCTS-old-100,188,False,AlphaBeta-new-d3,1,7,7.222101926803589
main_tournament_resume_3,AlphaBeta-new-d3__VS__MCTS-old-100__GAME__189,AlphaBeta-new-d3,MCTS-old-100,189,True,AlphaBeta-new-d3,-1,10,13.248593807220459
main_tournament_resume_3,AlphaBeta-new-d3__VS__MCTS-old-100__GAME__190,AlphaBeta-new-d3,MCTS-old-100,190,False,MCTS-old-100,-1,14,17.712932109832764
main_tournament_resume_3,AlphaBeta-new-d3__VS__MCTS-old-100__GAME__191,AlphaBeta-new-d3,MCTS-old-100,191,True,MCTS-old-100,1,7,7.450821161270142
main_tournament_resume_3,AlphaBeta-new-d3__VS__MCTS-old-100__GAME__192,AlphaBeta-new-d3,MCTS-old-100,192,False,MCTS-old-100,-1,10,13.196810245513916
main_tournament_resume_3,AlphaBeta-new-d3__VS__MCTS-old-100__GAME__193,AlphaBeta-new-d3,MCTS-old-100,193,True,MCTS-old-100,1,7,7.611567974090576
main_tournament_resume_3,AlphaBeta-new-d3__VS__MCTS-old-100__GAME__194,AlphaBeta-new-d3,MCTS-old-100,194,False,MCTS-old-100,-1,14,18.393247842788696
main_tournament_resume_3,AlphaBeta-new-d3__VS__MCTS-old-100__GAME__195,AlphaBeta-new-d3,MCTS-old-100,195,True,MCTS-old-100,1,7,6.312484979629517
main_tournament_resume_3,AlphaBeta-new-d3__VS__MCTS-old-100__GAME__196,AlphaBeta-new-d3,MCTS-old-100,196,False,MCTS-old-100,-1,14,17.045186758041382
main_tournament_resume_3,AlphaBeta-new-d3__VS__MCTS-old-100__GAME__197,AlphaBeta-new-d3,MCTS-old-100,197,True,MCTS-old-100,1,29,37.01171803474426
main_tournament_resume_3,AlphaBeta-new-d3__VS__MCTS-old-100__GAME__198,AlphaBeta-new-d3,MCTS-old-100,198,False,MCTS-old-100,-1,19,25.789801836013794
main_tournament_resume_3,AlphaBeta-new-d3__VS__MCTS-old-100__GAME__199,AlphaBeta-new-d3,MCTS-old-100,199,True,MCTS-old-100,1,7,7.339817047119141
main_tournament_resume_3,AlphaBeta-new-d3__VS__MCTS-old-100__GAME__200,AlphaBeta-new-d3,MCTS-old-100,200,False,MCTS-old-100,-1,9,10.938730001449585
main_tournament_resume_3,AlphaBeta-new-d3__VS__MCTS-old-100__GAME__201,AlphaBeta-new-d3,MCTS-old-100,201,True,MCTS-old-100,1,31,44.386512994766235
main_tournament_resume_3,AlphaBeta-new-d3__VS__MCTS-old-100__GAME__202,AlphaBeta-new-d3,MCTS-old-100,202,False,MCTS-old-100,-1,18,28.97314715385437
main_tournament_resume_3,AlphaBeta-new-d3__VS__MCTS-old-100__GAME__203,AlphaBeta-new-d3,MCTS-old-100,203,True,MCTS-old-100,1,21,33.15751361846924
main_tournament_resume_3,AlphaBeta-new-d3__VS__MCTS-old-100__GAME__204,AlphaBeta-new-d3,MCTS-old-100,204,False,MCTS-old-100,-1,6,7.521970272064209
main_tournament_resume_3,AlphaBeta-new-d3__VS__MCTS-old-100__GAME__205,AlphaBeta-new-d3,MCTS-old-100,205,True,MCTS-old-100,1,9,14.092335224151611
main_tournament_resume_3,AlphaBeta-new-d3__VS__MCTS-old-100__GAME__206,AlphaBeta-new-d3,MCTS-old-100,206,False,AlphaBeta-new-d3,1,6,11.145802974700928
main_tournament_resume_3,AlphaBeta-new-d3__VS__MCTS-old-100__GAME__207,AlphaBeta-new-d3,MCTS-old-100,207,True,MCTS-old-100,1,5,10.378276586532593
main_tournament_resume_3,AlphaBeta-new-d3__VS__MCTS-old-100__GAME__208,AlphaBeta-new-d3,MCTS-old-100,208,False,MCTS-old-100,-1,14,32.94724941253662
main_tournament_resume_3,AlphaBeta-new-d3__VS__MCTS-old-100__GAME__209,AlphaBeta-new-d3,MCTS-old-100,209,True,MCTS-old-100,1,7,21.510011196136475
main_tournament_resume_3,AlphaBeta-new-d3__VS__MCTS-old-100__GAME__210,AlphaBeta-new-d3,MCTS-old-100,210,False,MCTS-old-100,-1,10,96.15380620956421
main_tournament_resume_3,AlphaBeta-new-d3__VS__MCTS-old-100__GAME__211,AlphaBeta-new-d3,MCTS-old-100,211,True,MCTS-old-100,1,5,12.05270504951477
main_tournament_resume_3,AlphaBeta-new-d3__VS__MCTS-old-100__GAME__212,AlphaBeta-new-d3,MCTS-old-100,212,False,MCTS-old-100,-1,16,69.83248162269592
main_tournament_resume_3,AlphaBeta-new-d3__VS__MCTS-old-100__GAME__213,AlphaBeta-new-d3,MCTS-old-100,213,True,AlphaBeta-new-d3,-1,32,55.38892722129822
main_tournament_resume_3,AlphaBeta-new-d3__VS__MCTS-old-100__GAME__214,AlphaBeta-new-d3,MCTS-old-100,214,False,MCTS-old-100,-1,14,18.45026397705078
main_tournament_resume_3,AlphaBeta-new-d3__VS__MCTS-old-100__GAME__215,AlphaBeta-new-d3,MCTS-old-100,215,True,MCTS-old-100,1,7,7.872607707977295
main_tournament_resume_3,AlphaBeta-new-d3__VS__MCTS-old-100__GAME__216,AlphaBeta-new-d3,MCTS-old-100,216,False,AlphaBeta-new-d3,1,9,8.107234716415405
main_tournament_resume_3,AlphaBeta-new-d3__VS__MCTS-old-100__GAME__217,AlphaBeta-new-d3,MCTS-old-100,217,True,MCTS-old-100,1,9,9.186153411865234
